9.729999999999999760e-01,3.617800000000000182e-02,1.278703749999999957e+02,1.184049999999999964e-01,1.889899999999999913e-02,9.909999999999999920e-01,8.288999999999999493e-03,6.043445599999999729e+01,8.377700000000000424e-02,1.130399999999999981e-02,9.949999999999999956e-01,1.324400000000000056e-02,0.000000000000000000e+00,4.763900000000000079e-02,3.015200000000000172e-02
9.729999999999999760e-01,3.704400000000000054e-02,1.213091979999999950e+02,1.135160000000000058e-01,1.536799999999999972e-02,9.909999999999999920e-01,8.288999999999999493e-03,6.043445599999999729e+01,8.384199999999999986e-02,1.380900000000000009e-02,9.969999999999999973e-01,2.968900000000000011e-02,0.000000000000000000e+00,6.540600000000000580e-02,4.266899999999999860e-02
9.729999999999999760e-01,3.760000000000000148e-02,1.212617120000000028e+02,1.157310000000000005e-01,1.653900000000000162e-02,9.909999999999999920e-01,8.732999999999999444e-03,5.688949800000000323e+01,8.240100000000000202e-02,1.138499999999999929e-02,9.959999999999999964e-01,1.768899999999999986e-02,0.000000000000000000e+00,4.135400000000000187e-02,6.059500000000000303e-02
9.739999999999999769e-01,3.379999999999999671e-02,1.284287480000000130e+02,1.127510000000000040e-01,1.653900000000000162e-02,9.909999999999999920e-01,8.156000000000000055e-03,6.055344699999999847e+01,8.385700000000000098e-02,1.379999999999999977e-02,9.959999999999999964e-01,3.335599999999999676e-02,0.000000000000000000e+00,2.373899999999999968e-02,8.341800000000000603e-02
9.739999999999999769e-01,3.586700000000000305e-02,1.264304259999999971e+02,1.130830000000000030e-01,1.412300000000000014e-02,9.909999999999999920e-01,8.156000000000000055e-03,6.055344699999999847e+01,8.385900000000000298e-02,1.379799999999999950e-02,9.959999999999999964e-01,2.482200000000000031e-02,0.000000000000000000e+00,4.189999999999999974e-02,5.354699999999999738e-02
9.729999999999999760e-01,3.851099999999999662e-02,1.186985310000000027e+02,1.133989999999999998e-01,1.341700000000000011e-02,9.909999999999999920e-01,8.111000000000000154e-03,6.055344699999999847e+01,8.392499999999999960e-02,1.145299999999999964e-02,9.959999999999999964e-01,1.806699999999999973e-02,0.000000000000000000e+00,2.257899999999999838e-02,1.080279999999999990e-01
9.729999999999999760e-01,3.844399999999999901e-02,1.254527939999999973e+02,1.206070000000000059e-01,1.889899999999999913e-02,9.909999999999999920e-01,8.288999999999999493e-03,6.043445599999999729e+01,8.377900000000000624e-02,7.889999999999999444e-03,9.959999999999999964e-01,1.302200000000000059e-02,0.000000000000000000e+00,6.583799999999999375e-02,7.426000000000000309e-03
9.509999999999999565e-01,6.091099999999999987e-02,1.191833910000000003e+02,2.239490000000000092e-01,3.274799999999999933e-02,9.909999999999999920e-01,9.178000000000000394e-03,5.688949800000000323e+01,8.241900000000000615e-02,7.586999999999999994e-03,9.979999999999999982e-01,6.253300000000000525e-02,1.614713000000000065e+00,2.403190000000000048e-01,1.672999999999999834e-02
9.569999999999999618e-01,4.771100000000000341e-02,1.274502520000000061e+02,2.014319999999999999e-01,2.991699999999999915e-02,9.909999999999999920e-01,9.043999999999999956e-03,5.688949800000000323e+01,8.241500000000000214e-02,7.602000000000000250e-03,9.969999999999999973e-01,6.067000000000000344e-03,0.000000000000000000e+00,1.449900000000000078e-01,2.991900000000000115e-02
9.579999999999999627e-01,5.191099999999999881e-02,1.195915329999999983e+02,1.995909999999999906e-01,2.991699999999999915e-02,9.909999999999999920e-01,8.510999999999999469e-03,6.055344699999999847e+01,8.394000000000000072e-02,7.590000000000000392e-03,9.979999999999999982e-01,6.848899999999999433e-02,0.000000000000000000e+00,2.072779999999999900e-01,1.477299999999999967e-02
9.599999999999999645e-01,4.897800000000000070e-02,1.217544950000000057e+02,2.001940000000000108e-01,2.792899999999999897e-02,9.909999999999999920e-01,8.977999999999999869e-03,5.688949800000000323e+01,8.241400000000000114e-02,7.716999999999999901e-03,9.969999999999999973e-01,7.599999999999999985e-03,0.000000000000000000e+00,9.718300000000000549e-02,8.789099999999999691e-02
9.559999999999999609e-01,5.162200000000000122e-02,1.199615330000000029e+02,1.998580000000000079e-01,2.991699999999999915e-02,9.899999999999999911e-01,9.289000000000000382e-03,5.677050700000000205e+01,8.234299999999999953e-02,7.585999999999999861e-03,9.979999999999999982e-01,6.791099999999999914e-02,0.000000000000000000e+00,1.959539999999999893e-01,1.997799999999999923e-02
9.569999999999999618e-01,4.893299999999999733e-02,1.259609839999999963e+02,1.998179999999999956e-01,2.991699999999999915e-02,9.909999999999999920e-01,8.578000000000000555e-03,6.043445599999999729e+01,8.379100000000000437e-02,7.585999999999999861e-03,9.979999999999999982e-01,6.517799999999999983e-02,0.000000000000000000e+00,1.688159999999999938e-01,4.881800000000000028e-02
9.509999999999999565e-01,5.851100000000000051e-02,1.213409979999999990e+02,2.245240000000000014e-01,3.278999999999999970e-02,9.909999999999999920e-01,9.178000000000000394e-03,5.688949800000000323e+01,8.241900000000000615e-02,7.585999999999999861e-03,9.979999999999999982e-01,6.224400000000000072e-02,1.658611000000000057e+00,2.563659999999999828e-01,1.136400000000000084e-02
9.729999999999999760e-01,3.791100000000000025e-02,1.254087640000000050e+02,1.163669999999999982e-01,1.536799999999999972e-02,9.909999999999999920e-01,8.156000000000000055e-03,6.055344699999999847e+01,8.386100000000000498e-02,8.408999999999999808e-03,9.939999999999999947e-01,5.155999999999999993e-03,0.000000000000000000e+00,4.136499999999999899e-02,8.529000000000000123e-03
9.559999999999999609e-01,4.677800000000000014e-02,1.281826540000000136e+02,2.004209999999999881e-01,2.991699999999999915e-02,9.909999999999999920e-01,8.444000000000000117e-03,6.055344699999999847e+01,8.387100000000000111e-02,7.586999999999999994e-03,9.979999999999999982e-01,6.500000000000000222e-02,0.000000000000000000e+00,1.480069999999999997e-01,7.914999999999999813e-02
9.509999999999999565e-01,6.062200000000000227e-02,1.194891920000000027e+02,2.242460000000000009e-01,3.275600000000000039e-02,9.899999999999999911e-01,9.355999999999999733e-03,5.677050700000000205e+01,8.235199999999999465e-02,7.590000000000000392e-03,9.979999999999999982e-01,6.257799999999999474e-02,1.683585000000000109e+00,2.174339999999999884e-01,2.641800000000000051e-02
9.739999999999999769e-01,3.695600000000000274e-02,1.244018130000000042e+02,1.165930000000000022e-01,1.341700000000000011e-02,9.899999999999999911e-01,8.888999999999999332e-03,5.677050700000000205e+01,8.234099999999999753e-02,1.376600000000000046e-02,9.909999999999999920e-01,2.000000000000000096e-04,0.000000000000000000e+00,2.238300000000000012e-02,1.845199999999999965e-02
9.739999999999999769e-01,3.582199999999999968e-02,1.241906239999999997e+02,1.118620000000000031e-01,1.341700000000000011e-02,9.909999999999999920e-01,8.177999999999999506e-03,6.055344699999999847e+01,8.384700000000000486e-02,1.386700000000000085e-02,9.949999999999999956e-01,2.193300000000000111e-02,0.000000000000000000e+00,2.473200000000000051e-02,6.695700000000000263e-02
9.759999999999999787e-01,3.535599999999999854e-02,1.264304259999999971e+02,1.127449999999999980e-01,1.653900000000000162e-02,9.899999999999999911e-01,8.911000000000000518e-03,5.677050700000000205e+01,8.233799999999999453e-02,1.379900000000000050e-02,9.899999999999999911e-01,9.955999999999999572e-03,0.000000000000000000e+00,2.374499999999999875e-02,7.455999999999999954e-03
9.729999999999999760e-01,3.704400000000000054e-02,1.214433389999999946e+02,1.142589999999999995e-01,1.536799999999999972e-02,9.909999999999999920e-01,8.732999999999999444e-03,5.688949800000000323e+01,8.240100000000000202e-02,1.380699999999999983e-02,9.969999999999999973e-01,2.935600000000000015e-02,0.000000000000000000e+00,9.705900000000000638e-02,2.741700000000000040e-02
9.529999999999999583e-01,5.988899999999999779e-02,1.133664279999999991e+02,2.217469999999999997e-01,2.991699999999999915e-02,9.899999999999999911e-01,9.355999999999999733e-03,5.677050700000000205e+01,8.235199999999999465e-02,7.585999999999999861e-03,9.979999999999999982e-01,6.113299999999999984e-02,1.301785500000000084e+01,1.924559999999999882e-01,4.641300000000000286e-02
9.499999999999999556e-01,5.531099999999999905e-02,1.277277059999999977e+02,2.244970000000000021e-01,3.279100000000000070e-02,9.909999999999999920e-01,9.133000000000000493e-03,5.688949800000000323e+01,8.241999999999999327e-02,7.586999999999999994e-03,9.979999999999999982e-01,5.940000000000000141e-02,3.514928999999999970e+00,1.725490000000000079e-01,7.375199999999999811e-02
9.569999999999999618e-01,4.764399999999999885e-02,1.267795710000000042e+02,2.011209999999999942e-01,2.991699999999999915e-02,9.909999999999999920e-01,8.444000000000000117e-03,6.055344699999999847e+01,8.387100000000000111e-02,7.612999999999999975e-03,9.969999999999999973e-01,6.088999999999999795e-03,0.000000000000000000e+00,1.226779999999999954e-01,4.998600000000000265e-02
9.739999999999999769e-01,3.784400000000000264e-02,1.162216149999999999e+02,1.098959999999999937e-01,1.410499999999999948e-02,9.909999999999999920e-01,8.200000000000000691e-03,6.043445599999999729e+01,8.383999999999999786e-02,1.392499999999999988e-02,9.919999999999999929e-01,9.688999999999999696e-03,0.000000000000000000e+00,2.426000000000000031e-02,5.301700000000000162e-02
9.729999999999999760e-01,3.660000000000000059e-02,1.259108389999999957e+02,1.153150000000000008e-01,1.536799999999999972e-02,9.899999999999999911e-01,8.932999999999999968e-03,5.677050700000000205e+01,8.234099999999999753e-02,1.380100000000000077e-02,9.969999999999999973e-01,2.802199999999999830e-02,0.000000000000000000e+00,4.230099999999999832e-02,5.859500000000000125e-02
9.569999999999999618e-01,5.040000000000000036e-02,1.211333649999999977e+02,2.009060000000000012e-01,2.991699999999999915e-02,9.909999999999999920e-01,8.489000000000000018e-03,6.055344699999999847e+01,8.393799999999999872e-02,7.602000000000000250e-03,9.969999999999999973e-01,6.400000000000000307e-03,0.000000000000000000e+00,1.701880000000000059e-01,1.342699999999999970e-02
9.729999999999999760e-01,3.473299999999999998e-02,1.264541179999999940e+02,1.156210000000000016e-01,1.341700000000000011e-02,9.899999999999999911e-01,8.888999999999999332e-03,5.677050700000000205e+01,8.233999999999999653e-02,1.385899999999999979e-02,9.939999999999999947e-01,8.710999999999999993e-03,0.000000000000000000e+00,2.490900000000000059e-02,6.730300000000000171e-02
9.509999999999999565e-01,5.597799999999999998e-02,1.193927609999999930e+02,2.220459999999999934e-01,2.991699999999999915e-02,9.909999999999999920e-01,8.644000000000000641e-03,6.043445599999999729e+01,8.379699999999999649e-02,7.590999999999999658e-03,9.979999999999999982e-01,5.784399999999999958e-02,1.416371999999999964e+01,1.691149999999999876e-01,6.910600000000000076e-02
9.529999999999999583e-01,5.982200000000000017e-02,1.126903870000000012e+02,2.214740000000000042e-01,2.991699999999999915e-02,9.909999999999999920e-01,8.578000000000000555e-03,6.055344699999999847e+01,8.394500000000000572e-02,7.585999999999999861e-03,9.979999999999999982e-01,6.133299999999999863e-02,1.366333999999999982e+01,2.169349999999999890e-01,2.906500000000000056e-02
